personnage_1;personnage_2;force_1;force_2;scenarios;task_1;task_2;repetition_question;id_participant;age;sexe;taille;enfant
4;8;1;7;6;5;5;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;9;3;4;5;6;4;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;5;10;5;4;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
5;8;5;7;2;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;3;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;7;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;8;3;7;1;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;8;10;7;9;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
2;3;1;10;8;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
4;8;1;7;6;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;8;10;7;9;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;7;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;8;3;7;1;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
2;3;1;10;8;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;3;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;9;3;4;5;6;4;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
4;8;1;7;6;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;5;10;5;4;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
5;8;5;7;2;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;9;5;8;6;4;6;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;4;5;1;2;8;2;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;4;5;1;3;8;2;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
4;9;1;8;4;2;8;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
5;9;4;8;1;3;7;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;3;5;10;5;4;6;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;9;5;8;9;6;4;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;9;5;8;8;5;5;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
4;9;1;8;7;2;8;1;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;9;5;8;6;3;7;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;9;5;8;8;5;5;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;4;5;1;3;8;2;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;9;5;8;9;6;4;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
4;9;1;8;7;2;8;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
5;9;4;8;1;3;7;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
4;9;1;8;4;3;7;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;3;5;10;5;3;7;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;4;5;1;2;8;2;2;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
5;9;4;8;1;3;7;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;3;5;10;5;3;7;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
4;9;1;8;7;2;8;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;9;5;8;9;7;3;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;9;5;8;6;4;6;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
2;4;5;1;3;8;2;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
4;9;1;8;4;1;9;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;9;5;8;8;5;5;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;4;5;1;2;8;2;3;4f98cb43dc3ac5c9072a29e97187da5a;22;Homme;173;Non
1;5;3;2;9;5;5;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
3;8;10;5;2;7;3;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
3;9;10;5;8;4;6;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
2;5;3;2;7;5;5;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
4;5;1;2;6;2;8;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;3;3;10;1;3;7;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
8;9;5;5;5;6;4;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
4;8;1;5;3;4;6;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;5;3;2;4;7;3;1;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;5;3;2;9;5;5;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;5;3;2;4;7;3;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
3;8;10;5;2;7;3;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
2;5;3;2;7;5;5;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
4;5;1;2;6;4;6;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
8;9;5;5;5;4;6;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
4;8;1;5;3;4;6;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;3;3;10;1;3;7;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
3;9;10;5;8;5;5;2;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;5;3;2;9;5;5;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
2;5;3;2;7;5;5;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;5;3;2;4;7;3;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
3;8;10;5;2;7;3;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
8;9;5;5;5;4;6;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
3;9;10;5;8;5;5;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
4;5;1;2;6;4;6;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
4;8;1;5;3;4;6;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;3;3;10;1;3;7;3;4f6bb6333b4a78cbe77c81db6f5657cc;20;Femme;168;Non
1;4;5;1;3;0;10;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
2;4;3;1;6;10;0;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
4;9;1;7;5;0;10;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;4;10;1;1;0;10;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;3;5;10;9;9;1;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;8;5;8;2;10;0;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;9;5;7;8;10;0;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;8;10;8;7;0;10;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;9;10;7;4;10;0;1;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;9;10;7;4;10;0;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;4;10;1;1;0;10;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;3;5;10;9;9;1;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;9;5;7;8;10;0;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;8;5;8;2;10;0;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;4;5;1;3;0;10;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;8;10;8;7;1;9;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
4;9;1;7;5;10;0;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
2;4;3;1;6;10;0;2;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;8;10;8;7;0;10;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
4;9;1;7;5;0;10;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;4;10;1;1;0;10;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;3;5;10;9;10;0;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;4;5;1;3;0;10;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;9;5;7;8;10;0;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
2;4;3;1;6;10;0;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;8;5;8;2;10;0;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
3;9;10;7;4;10;0;3;e2b619c7329001d0ea9ef9e7975ec773;27;Homme;175;Non
1;2;5;4;8;5;5;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;9;5;5;9;4;6;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
8;9;6;5;2;5;5;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
3;8;10;6;6;10;0;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
8;9;6;5;3;5;5;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
5;8;3;6;7;0;10;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;9;5;5;5;6;4;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;5;5;3;4;8;2;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
3;9;10;5;1;8;2;1;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
8;9;6;5;3;5;5;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;5;5;3;4;8;2;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
8;9;6;5;2;5;5;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
3;8;10;6;6;10;0;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;9;5;5;9;5;5;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
3;9;10;5;1;8;2;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
5;8;3;6;7;0;10;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;9;5;5;5;4;6;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;2;5;4;8;5;5;2;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
8;9;6;5;3;5;5;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
3;9;10;5;1;8;2;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
3;8;10;6;6;10;0;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;5;5;3;4;9;1;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;9;5;5;9;5;5;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
5;8;3;6;7;0;10;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;9;5;5;5;6;4;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
1;2;5;4;8;5;5;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
8;9;6;5;2;5;5;3;e7b9084fb7f37ee741758342c62816bb;21;Homme;173;Non
5;8;5;7;2;3;7;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
2;3;1;10;8;5;5;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;8;3;7;1;8;2;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;7;5;5;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;5;10;5;4;2;8;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;8;10;7;9;5;5;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;3;5;5;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;9;3;4;5;6;4;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
4;8;1;7;6;5;5;1;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;9;3;4;5;6;4;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;5;10;5;4;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
5;8;5;7;2;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;3;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;7;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;8;3;7;1;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;8;10;7;9;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
2;3;1;10;8;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
4;8;1;7;6;5;5;2;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;8;10;7;9;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;7;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;8;3;7;1;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
2;3;1;10;8;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;3;3;10;3;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;9;3;4;5;6;4;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
4;8;1;7;6;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
3;5;10;5;4;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
5;8;5;7;2;5;5;3;cd9f5ee4d76524d29cf1b2541a32ac97;23;Homme;180;Non
1;2;2;6;4;3;7;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
4;5;1;3;1;5;5;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
2;8;6;3;3;5;5;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;9;2;5;8;5;5;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;4;2;1;9;5;5;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;4;2;1;2;10;0;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;8;2;3;6;4;6;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
2;3;6;10;5;0;10;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
3;4;10;1;7;0;10;1;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
2;8;6;3;3;4;6;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;2;2;6;4;3;7;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
2;3;6;10;5;3;7;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;4;2;1;9;3;7;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
3;4;10;1;7;0;10;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;9;2;5;8;5;5;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
4;5;1;3;1;3;7;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;8;2;3;6;3;7;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;4;2;1;2;8;2;2;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;2;2;6;4;3;7;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
2;3;6;10;5;2;8;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;8;2;3;6;4;6;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;9;2;5;8;4;6;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;4;2;1;2;8;2;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;4;2;1;9;3;7;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
2;8;6;3;3;2;8;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
4;5;1;3;1;4;6;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
3;4;10;1;7;5;5;3;5392e05c4ed97dc8dfe6be099e24b3f1;25;Homme;172;Non
1;5;6;3;3;7;3;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
2;8;5;8;4;3;7;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
5;9;3;7;5;4;6;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
1;3;6;10;6;2;8;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
1;4;6;1;7;8;2;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
4;9;1;7;8;2;8;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
3;9;10;7;2;9;1;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
2;3;5;10;1;1;9;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
4;9;1;7;9;4;6;1;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
2;3;5;10;1;1;9;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
2;8;5;8;4;3;7;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
3;9;10;7;2;9;1;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
4;9;1;7;9;4;6;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
5;9;3;7;5;4;6;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
4;9;1;7;8;1;9;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
1;5;6;3;3;7;3;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
1;3;6;10;6;2;8;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
1;4;6;1;7;8;2;2;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
2;3;5;10;1;1;9;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
1;4;6;1;7;8;2;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
5;9;3;7;5;4;6;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
2;8;5;8;4;2;8;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
4;9;1;7;9;4;6;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
1;5;6;3;3;7;3;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
4;9;1;7;8;1;9;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
3;9;10;7;2;9;1;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
1;3;6;10;6;2;8;3;4f1350f04c8e24dc1b51a4445de581ff;22;Femme;160;Non
3;8;10;9;8;0;10;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
5;8;3;9;2;7;3;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
4;9;1;6;5;0;10;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
2;5;3;3;4;5;5;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;4;4;1;1;10;0;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;9;4;6;3;4;6;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;3;4;10;9;10;0;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
8;9;9;6;6;6;4;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
2;4;3;1;7;8;2;1;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;4;4;1;1;10;0;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;9;4;6;3;3;7;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
2;5;3;3;4;6;4;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
4;9;1;6;5;0;10;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
8;9;9;6;6;7;3;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
3;8;10;9;8;0;10;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
2;4;3;1;7;8;2;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;3;4;10;9;10;0;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
5;8;3;9;2;7;3;2;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;9;4;6;3;3;7;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
2;4;3;1;7;8;2;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;4;4;1;1;10;0;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
4;9;1;6;5;0;10;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
5;8;3;9;2;7;3;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
1;3;4;10;9;10;0;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
8;9;9;6;6;6;4;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
3;8;10;9;8;0;10;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
2;5;3;3;4;6;4;3;3e5105f2e088f955b88494b4baebbe23;21;Homme;178;Non
4;9;1;4;6;0;10;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;5;2;2;7;0;10;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;4;2;1;1;1;9;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
3;4;10;1;4;7;3;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;3;2;10;3;5;5;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
3;4;10;1;5;8;2;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;8;2;6;8;5;5;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;8;2;6;2;5;5;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;2;2;4;9;5;5;1;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;3;2;10;3;5;5;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;4;2;1;1;5;5;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;2;2;4;9;5;5;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;8;2;6;8;5;5;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;8;2;6;2;5;5;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
3;4;10;1;4;5;5;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
4;9;1;4;6;10;0;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
3;4;10;1;5;0;10;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;5;2;2;7;5;5;2;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;8;2;6;2;5;5;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;8;2;6;8;5;5;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
4;9;1;4;6;5;5;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;2;2;4;9;5;5;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;3;2;10;3;5;5;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;4;2;1;1;8;2;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
3;4;10;1;5;10;0;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
3;4;10;1;4;10;0;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;5;2;2;7;5;5;3;bc537dda56e5d1d8579e4721a7b8f565;22;Homme;160;Non
1;3;5;10;3;0;10;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
1;9;5;8;9;5;5;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
2;3;4;10;2;0;10;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
3;8;10;10;4;10;0;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
2;4;4;1;7;7;3;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
3;5;10;3;5;10;0;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
8;9;10;8;1;5;5;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
1;3;5;10;6;0;10;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
1;9;5;8;8;5;5;1;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
8;9;10;8;1;5;5;2;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
2;3;4;10;2;0;10;2;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
3;5;10;3;5;10;0;2;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
1;9;5;8;8;5;5;2;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
1;3;5;10;6;0;10;2;9adbe7d8be3b58a94d3436e827f2f076;21;Homme;175;Non
