personnage_1;personnage_2;force_1;force_2;scenarios;task_1;task_2;repetition_question;id_participant;age;sexe;taille;enfant
1;4;5;1;1;7;3;3;3af907f24883a30f77fbde89ad754e06;26;Femme;162;Non
1;9;5;5;4;5;5;3;3af907f24883a30f77fbde89ad754e06;26;Femme;162;Non
3;8;10;6;8;0;10;3;3af907f24883a30f77fbde89ad754e06;26;Femme;162;Non
3;8;10;6;7;0;10;3;3af907f24883a30f77fbde89ad754e06;26;Femme;162;Non
1;8;5;6;6;5;5;3;3af907f24883a30f77fbde89ad754e06;26;Femme;162;Non
1;4;5;1;5;9;1;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;5;10;3;4;8;2;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
4;8;1;7;3;1;9;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;8;10;7;2;10;0;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;8;10;7;6;6;4;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
8;9;7;5;7;5;5;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
4;9;1;5;9;6;4;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
5;9;3;5;8;5;5;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
1;5;5;3;1;8;2;1;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
5;9;3;5;8;5;5;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;8;10;7;2;10;0;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
1;5;5;3;1;9;1;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;5;10;3;4;9;1;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
8;9;7;5;7;5;5;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
4;8;1;7;3;0;10;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
1;4;5;1;5;8;2;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
4;9;1;5;9;6;4;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;8;10;7;6;7;3;2;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;8;10;7;2;7;3;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
1;4;5;1;5;8;2;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;5;10;3;4;9;1;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
4;9;1;5;9;5;5;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
4;8;1;7;3;2;8;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
8;9;7;5;7;5;5;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
5;9;3;5;8;5;5;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
1;5;5;3;1;9;1;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
3;8;10;7;6;6;4;3;6df5cf6b4bfb6d28259ac9513ac66715;23;Homme;170;Non
1;9;11;11;4;5;5;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;4;10;1;6;9;1;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
4;9;1;11;3;1;9;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;9;10;11;1;5;5;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;8;10;7;2;3;7;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
4;5;1;2;9;7;3;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
2;4;9;1;8;8;2;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
1;3;11;10;7;5;5;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
1;4;11;1;5;9;1;1;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
1;3;11;10;7;5;5;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
2;4;9;1;8;8;2;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
4;9;1;11;3;1;9;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
4;5;1;2;9;8;2;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;4;10;1;6;8;2;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
1;4;11;1;5;9;1;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;9;10;11;1;5;5;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;8;10;7;2;3;7;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
1;9;11;11;4;5;5;2;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;9;10;11;1;5;5;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
2;4;9;1;8;5;5;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;8;10;7;2;5;5;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
3;4;10;1;6;8;2;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
1;4;11;1;5;9;1;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
1;3;11;10;7;5;5;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
4;9;1;11;3;3;7;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
4;5;1;2;9;8;2;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
1;9;11;11;4;5;5;3;53ff370f0cf939e30b820eac76cc9b6e;22;Femme;175;Non
4;9;1;5;3;4;6;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;3;4;10;9;10;0;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;3;3;10;5;0;10;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;2;4;3;6;6;4;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;9;4;5;8;5;5;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;2;5;5;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
4;5;1;1;7;5;5;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;4;8;2;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;1;8;2;1;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
4;5;1;1;7;5;5;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;9;4;5;8;5;5;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;3;3;10;5;0;10;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;3;4;10;9;10;0;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;4;8;2;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;2;5;5;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;2;4;3;6;6;4;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;1;8;2;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
4;9;1;5;3;4;6;2;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;9;4;5;8;5;5;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
4;5;1;1;7;5;5;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;4;7;3;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;2;5;5;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;5;3;1;1;7;3;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
2;3;3;10;5;0;10;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;3;4;10;9;10;0;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;2;4;3;6;6;4;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
4;9;1;5;3;4;6;3;53502ff621d920679af3822ae6dd28d3;23;Homme;175;Non
1;9;1;1;9;3;7;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
3;4;10;1;8;10;0;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;9;1;1;5;3;7;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;3;1;10;2;6;4;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;8;1;1;3;4;6;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
3;9;10;1;4;9;1;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
8;9;1;1;1;5;5;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
5;9;1;1;7;6;4;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;8;1;1;6;3;7;1;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
5;9;1;1;7;7;3;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
3;9;10;1;4;8;2;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;8;1;1;6;1;9;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
3;4;10;1;8;7;3;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
8;9;1;1;1;8;2;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
1;9;1;1;9;9;1;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;3;1;10;2;0;10;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;9;1;1;5;2;8;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;8;1;1;3;1;9;2;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
3;9;10;1;4;10;0;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;8;1;1;3;2;8;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
5;9;1;1;7;4;6;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;9;1;1;5;3;7;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;3;1;10;2;0;10;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
8;9;1;1;1;10;0;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
3;4;10;1;8;7;3;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
2;8;1;1;6;0;10;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
1;9;1;1;9;10;0;3;b9b9b3aaf983cd61add724eae5d936a2;21;Autre;185;Non
4;5;1;4;7;5;5;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;8;0;10;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;9;10;7;1;8;2;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;9;10;7;3;8;2;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
1;8;6;7;5;4;6;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;6;10;0;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;9;0;10;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
5;8;4;7;4;3;7;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
4;9;1;7;2;2;8;1;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
1;8;6;7;5;4;6;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;6;10;0;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;8;0;10;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;9;10;7;1;8;2;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;9;10;7;3;8;2;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
4;5;1;4;7;5;5;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
4;9;1;7;2;2;8;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
5;8;4;7;4;3;7;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;9;0;10;2;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
4;5;1;4;7;5;5;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;6;10;0;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
5;8;4;7;4;3;7;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;9;10;7;1;8;2;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;9;0;10;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
1;8;6;7;5;4;6;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;9;10;7;3;8;2;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
4;9;1;7;2;2;8;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
3;5;10;4;8;0;10;3;fe373e8d7c35d73daaf9ba6b0fd1cad8;29;Homme;186;Non
5;8;7;13;4;5;5;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
4;8;1;13;1;6;4;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
2;5;8;7;7;0;10;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;4;10;1;8;0;10;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
3;8;10;13;2;3;7;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;9;7;12;9;7;3;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;5;6;4;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;6;6;4;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;3;10;10;3;5;5;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;8;7;13;4;3;7;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;3;10;10;3;5;5;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;4;10;1;8;8;2;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
3;8;10;13;2;5;5;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;6;6;4;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
2;5;8;7;7;7;3;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;9;7;12;9;6;4;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
4;8;1;13;1;2;8;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;5;6;4;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;8;7;13;4;3;7;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;4;10;1;8;7;3;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
3;8;10;13;2;5;5;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;5;6;4;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
2;5;8;7;7;4;6;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;6;6;4;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
4;8;1;13;1;3;7;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;3;10;10;3;5;5;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;9;7;12;9;6;4;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;5;9;7;4;7;3;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
5;8;7;9;6;4;6;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
4;9;1;8;8;4;6;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;4;9;1;5;9;1;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;3;9;10;9;10;0;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;2;9;8;7;5;5;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;5;9;7;2;7;3;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
4;8;1;9;1;4;6;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
3;4;10;1;3;9;1;1;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
3;4;10;1;3;9;1;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
4;9;1;8;8;2;8;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;2;9;8;7;5;5;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
4;8;1;9;1;4;6;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;5;9;7;4;7;3;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;4;9;1;5;8;2;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;5;9;7;2;7;3;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;3;9;10;9;10;0;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
5;8;7;9;6;2;8;2;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
3;4;10;1;3;8;2;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
4;8;1;9;1;4;6;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;3;9;10;9;10;0;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
4;9;1;8;8;2;8;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;5;9;7;2;7;3;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;2;9;8;7;5;5;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;4;9;1;5;8;2;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
1;5;9;7;4;7;3;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
5;8;7;9;6;3;7;3;e1b54913810142fb6cee063bac256c50;13;Femme;163;Non
5;8;7;13;4;5;5;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
4;8;1;13;1;6;4;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
2;5;8;7;7;0;10;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;4;10;1;8;0;10;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
3;8;10;13;2;3;7;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;9;7;12;9;7;3;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;5;6;4;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;6;6;4;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;3;10;10;3;5;5;1;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;8;7;13;4;3;7;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;3;10;10;3;5;5;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;4;10;1;8;8;2;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
3;8;10;13;2;5;5;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;6;6;4;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
2;5;8;7;7;7;3;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;9;7;12;9;6;4;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
4;8;1;13;1;2;8;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;5;6;4;2;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;8;7;13;4;3;7;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;4;10;1;8;7;3;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
3;8;10;13;2;5;5;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;5;6;4;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
2;5;8;7;7;4;6;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;2;10;8;6;6;4;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
4;8;1;13;1;3;7;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
1;3;10;10;3;5;5;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
5;9;7;12;9;6;4;3;7c234f94507207a95e3e906ad9ed4fc3;49;Femme;163;Oui
2;9;3;4;8;5;5;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;5;3;2;7;5;5;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
8;9;5;4;6;7;3;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
4;5;1;2;2;7;3;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
3;8;10;5;4;10;0;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
3;9;10;4;9;0;10;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;8;3;5;3;5;5;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
1;9;4;4;1;5;5;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;5;3;2;5;7;3;1;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
3;8;10;5;4;10;0;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
1;9;4;4;1;5;5;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;9;3;4;8;5;5;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
3;9;10;4;9;0;10;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
8;9;5;4;6;7;3;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;8;3;5;3;5;5;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;5;3;2;7;5;5;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
4;5;1;2;2;7;3;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;5;3;2;5;7;3;2;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;5;3;2;5;7;3;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
1;9;4;4;1;5;5;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
4;5;1;2;2;6;4;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;9;3;4;8;5;5;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;8;3;5;3;5;5;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
2;5;3;2;7;5;5;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
8;9;5;4;6;6;4;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
3;8;10;5;4;10;0;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
3;9;10;4;9;0;10;3;0af07de07832451751a2a622af8b7114;49;Homme;186;Oui
3;8;10;5;7;5;5;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;5;4;3;8;6;4;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
2;8;4;5;3;5;5;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
4;5;1;3;2;3;7;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
3;4;10;1;1;10;0;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;3;4;10;5;2;8;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
3;5;10;3;4;10;0;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
4;8;1;5;6;5;5;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;9;4;5;9;5;5;1;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
4;5;1;3;2;3;7;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
2;8;4;5;3;5;5;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
3;5;10;3;4;5;5;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;3;4;10;5;3;7;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
3;8;10;5;7;5;5;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
3;4;10;1;1;8;2;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
4;8;1;5;6;3;7;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;5;4;3;8;7;3;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;9;4;5;9;5;5;2;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;5;4;3;8;7;3;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;3;4;10;5;3;7;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
4;8;1;5;6;2;8;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
1;9;4;5;9;5;5;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
2;8;4;5;3;5;5;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
4;5;1;3;2;3;7;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
3;5;10;3;4;7;3;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
3;4;10;1;1;8;2;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
3;8;10;5;7;2;8;3;bcff95634eecd842af9cdb06036fc625;21;Femme;162;Non
2;9;6;12;8;5;5;1;397fdf33759ce04efaf35ab7aab04d41;22;Femme;158;Non
1;4;6;1;5;8;2;1;397fdf33759ce04efaf35ab7aab04d41;22;Femme;158;Non
2;3;6;10;4;3;7;1;397fdf33759ce04efaf35ab7aab04d41;22;Femme;158;Non
2;3;6;10;3;5;5;1;397fdf33759ce04efaf35ab7aab04d41;22;Femme;158;Non
2;5;6;10;9;5;5;1;397fdf33759ce04efaf35ab7aab04d41;22;Femme;158;Non
1;4;6;1;1;8;2;1;397fdf33759ce04efaf35ab7aab04d41;22;Femme;158;Non
1;9;6;12;7;5;5;1;397fdf33759ce04efaf35ab7aab04d41;22;Femme;158;Non
1;9;6;12;2;2;8;1;397fdf33759ce04efaf35ab7aab04d41;22;Femme;158;Non
